"inventory_flow_id","warehouse_id","warehouse_name","warehouse_street_address","warehouse_city","warehouse_state","warehouse_postal_code","warehouse_country","product_id","product_name","sku","movement_type","quantity","unit_of_measure","movement_datetime","source_location_type","source_location_id","destination_location_type","destination_location_id","reference_document_number","movement_reason","handled_by_user_id","comments"
"IF00400040","WH624","Riverbend Fulfillment","55 Riverbend Ave","Sacramento","CA","95814","USA","PRD38040","Monitor Stand","MS-040","inbound","110","pieces","2023-01-15T12:25:00","supplier","SPL09140","warehouse","WH624","PO-202301-0219","restocking from supplier","USR5140","Shipment received and entered in system."
"IF00400041","WH600","Pacific Storage Center","451 Oceanic Way","San Diego","CA","92121","USA","PRD38041","Desk Mat","DM-041","outbound","15","boxes","2023-01-15T13:31:00","warehouse","WH600","customer","CST2241","SO-202301-0190","order fulfillment","USR5141","Order shipped to customer."
"IF00400042","WH602","Lakeview Distribution","89 Lake Ave","Buffalo","NY","14202","USA","PRD38042","Monitor Privacy Filter","MPF-042","adjustment","2","pieces","2023-01-15T14:41:00","warehouse","WH602","warehouse","WH602","ADJ-202301-0007","inventory audit adjustment","USR5142","Adjustment due to lost item."
"IF00400043","WH604","Green Valley Hub","190 Green St","Denver","CO","80203","USA","PRD38043","Gaming Keyboard","GK-043","inbound","175","pieces","2023-01-16T09:21:00","supplier","SPL09143","warehouse","WH604","PO-202301-0230","restocking from supplier","USR5143","Shipment received and entered in system."
"IF00400044","WH606","Sunrise Fulfillment","77 Sunrise Blvd","Phoenix","AZ","85016","USA","PRD38044","Monitor Riser","MR-044","outbound","16","boxes","2023-01-16T10:13:00","warehouse","WH606","customer","CST2263","SO-202301-0203","order fulfillment","USR5144","Order shipped to customer."
"IF00400045","WH608","Metro Logistics","151 Metro Rd","Chicago","IL","60616","USA","PRD38045","Desk Organizer Large","DOL-045","transfer","50","pieces","2023-01-16T11:27:00","warehouse","WH608","warehouse","WH612","TO-202301-0062","balancing inventory","USR5145","Transferred to regional hub."
"IF00400046","WH610","Bay Area Storage","265 Bay St","San Francisco","CA","94124","USA","PRD38046","Adjustable Desk","AD-046","inbound","80","pieces","2023-01-16T12:13:00","supplier","SPL09146","warehouse","WH610","PO-202301-0245","restocking from supplier","USR5146","Shipment received and entered in system."
"IF00400047","WH612","Canyon Distribution","112 Canyon Rd","Salt Lake City","UT","84104","USA","PRD38047","USB Hub 4-Port","UH4P-047","outbound","17","boxes","2023-01-16T13:21:00","warehouse","WH612","customer","CST2274","SO-202301-0217","order fulfillment","USR5147","Order shipped to customer."
"IF00400048","WH614","Rocky Mountain Hub","990 Rocky Dr","Boise","ID","83702","USA","PRD38048","Wireless Mouse","WM-048","adjustment","1","pieces","2023-01-16T14:41:00","warehouse","WH614","warehouse","WH614","ADJ-202301-0008","inventory audit adjustment","USR5148","Adjustment due to lost item."
"IF00400049","WH616","Delta Logistics","650 Delta Ave","Seattle","WA","98108","USA","PRD38049","Monitor Light Bar","MLB-049","inbound","110","pieces","2023-01-17T09:17:00","supplier","SPL09149","warehouse","WH616","PO-202301-0251","restocking from supplier","USR5149","Shipment received and entered in system."
"IF00400050","WH618","Cascade Distribution","300 Cascade St","Portland","OR","97210","USA","PRD38050","Adjustable Laptop Stand","ALS-050","outbound","23","boxes","2023-01-17T10:29:00","warehouse","WH618","customer","CST2291","SO-202301-0232","order fulfillment","USR5150","Order shipped to customer."
"IF00012899","WH742","Montreal Distribution Center","1540 Rue Saint-Paul W","Montreal","QC","H3K1E2","Canada","PRD87821","Industrial Paint 5L","IP5L-CAN-202","inbound","320","pieces","2024-06-12T10:22:15","supplier","SUP9001","warehouse","WH742","PO-20240612-001","restocking after bulk order","USR6452","Bulk restock received, pallet count verified."
"IF00012900","WH128","Madrid Logistics Hub","Avenida de América 45","Madrid","Madrid","28002","Spain","PRD12764","Thermal Insulation Roll","TIR-SPAIN-1045","transfer","85","boxes","2024-06-13T16:37:54","warehouse","WH128","warehouse","WH297","TR-20240613-014","stock balancing between sites","USR8821","Transferred 85 boxes to WH297, confirmed by receiving manager."
